,0,1,2,3,4,5,6,7
2020-12-16,DETF21 Comdty,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty
2020-12-23,DETF21 Comdty,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty
2020-12-30,DETF21 Comdty,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty
2021-01-06,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty
2021-01-13,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty
2021-01-20,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty
2021-01-27,DETG21 Comdty,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty
2021-02-03,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty
2021-02-10,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty
2021-02-17,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty
2021-02-24,DETH21 Comdty,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty
2021-03-03,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty
2021-03-10,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty
2021-03-17,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty
2021-03-24,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty
2021-03-31,DETJ21 Comdty,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty
2021-04-07,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty
2021-04-14,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty
2021-04-21,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty
2021-04-28,DETK21 Comdty,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty
2021-05-05,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty
2021-05-12,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty
2021-05-19,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty
2021-05-26,DETM21 Comdty,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty
2021-06-02,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty,DETG22 Comdty
2021-06-09,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty,DETG22 Comdty
2021-06-16,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty,DETG22 Comdty
2021-06-23,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty,DETG22 Comdty
2021-06-30,DETN21 Comdty,DETQ21 Comdty,DETU21 Comdty,DETV21 Comdty,DETX21 Comdty,DETZ21 Comdty,DETF22 Comdty,DETG22 Comdty
